,,,,Ministério da Educação - MEC,,,,,,,,,,,,,
,,,,Fundo Nacional de Desenvolvimento da Educação - FNDE,,,,,,,,,,,,,
,,,,Situação de Atendimento da Entidade,,,,,,,,,,,,,
,,,,"Ano:2023, Programa:PDDE, UF:'DF','GO','MS','MT', Situação:Pagos Tipo de Relatório: Detalhado por Escola",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ano,Região,UF,Município,Código Município IBGE,CNPJ Município/SEDUC,Nome Escola,Código Escola,Rede Atendimento,Quantidade Alunos,CNPJ Executora,Nome Executora,Programa,Destinação,Valor Custeio,Valor Capital,Valor Total,Data Solicitação
2023,CENTRO OESTE,MS,CORUMBA,5003207,'02585924000122,EE DR GABRIEL VANDONI DE BARROS,50000047,ADMINISTRAÇÃO PÚBLICA ESTADUAL,346,'14892921000110,APM DA ESCOLA ESTADUAL DR GABRIEL VANDONI DE BARROS,PDDE,PDDE Basico - 1 parcela,"3.508,00","877,00","4.385,00",25/04/2023
2023,CENTRO OESTE,MS,CORUMBA,5003207,'02585924000122,EE DR GABRIEL VANDONI DE BARROS,50000047,ADMINISTRAÇÃO PÚBLICA ESTADUAL,346,'14892921000110,APM DA ESCOLA ESTADUAL DR GABRIEL VANDONI DE BARROS,PDDE,PDDE Basico - 2 Parcela,"3.508,00","877,00","4.385,00",25/04/2023
2023,CENTRO OESTE,MS,CORUMBA,5003207,'02585924000122,EE MARIA HELENA ALBANEZE,50000152,ADMINISTRAÇÃO PÚBLICA ESTADUAL,618,'14893184000170,APM-ASSOCIACAO DE PAIS E MESTRES,PDDE,PDDE Basico - 1 parcela,"5.684,00","1.421,00","7.105,00",25/04/2023
2023,CENTRO OESTE,MS,CORUMBA,5003207,'02585924000122,EE MARIA HELENA ALBANEZE,50000152,ADMINISTRAÇÃO PÚBLICA ESTADUAL,618,'14893184000170,APM-ASSOCIACAO DE PAIS E MESTRES,PDDE,PDDE Basico - 2 Parcela,"5.684,00","1.421,00","7.105,00",25/04/2023
2023,CENTRO OESTE,MS,CORUMBA,5003207,'02585924000122,EE CARLOS DE CASTRO BRASIL,50000179,ADMINISTRAÇÃO PÚBLICA ESTADUAL,569,'03562261000193,APM DA ESCOLA ESTADUAL CARLOS DE CASTRO BRASIL,PDDE,PDDE Basico - 1 parcela,"4.630,50","1.984,50","6.615,00",25/04/2023
2023,CENTRO OESTE,MS,CORUMBA,5003207,'02585924000122,EE CARLOS DE CASTRO BRASIL,50000179,ADMINISTRAÇÃO PÚBLICA ESTADUAL,569,'03562261000193,APM DA ESCOLA ESTADUAL CARLOS DE CASTRO BRASIL,PDDE,PDDE Basico - 2 Parcela,"4.630,50","1.984,50","6.615,00",25/04/2023
